Category	MsgDescription	MsgCode
Authenticate	StoredPasswordIsHashed	AUT24607
Authenticate	Extend	AUT24751
Authenticate	Extend	AUT24752
Authenticate	WebSSOError	AUT24795
Authenticate	DebugMessage	AUT24796
Authenticate	hostCheckerPassedEx	AUT24803
Authenticate	hostCheckerFailedEx	AUT24804
Authenticate	SessionMigrated	AUT30505
Authenticate	LogPostAuthSignInNotifUserOption	AUT30544
Authenticate	InstallingOAC	AUT30568
Authenticate	InstallingPulse	AUT30569
AdminLogin	AdminRealmRestrictionsFailed	AUT30615
AdminLogin	AdminRealmRestrictionsPassed	AUT30616
Authenticate	CRLFailed	AUT30641
Authenticate	NeteOverlookSessionforMethod	AUT30645
Authenticate	NeteOverlookSessionforUrl	AUT30646
Authenticate	serverCertValidationSuccess	AUT30658
AdminLogin	AdminLogAuthSuccess	AUT30684
AdminLogin	AdminLogAuthFailure	AUT30685
AdminChange	AddedGuestUser	AUT30704
AdminChange	ModifiedGuestUser	AUT30705
Authenticate	hostCheckerNotRunning	AUT30721
Authenticate	InsufficientCache	AUT30722
Authenticate	StoredPasswordIsHashed	AUT30736
Authenticate	PasswordWrongFormat	AUT30737
Authenticate	PasswordBadFormat	AUT30774
Authenticate	MissingContextAttr	AUT30775
Authenticate	PasswordAttrNotDefined	AUT30776
Authenticate	DirectoryLookupFailed	AUT30777
Authenticate	ConnectFailed	AUT30778
Authenticate	FormatError	AUT30779
Authenticate	SQLServerError	AUT30780
Authenticate	ReceivedAuthnReq	AUT30797
Authenticate	SessionDetection	AUT30799
Authenticate	AuthenticateUser	AUT30802
Authenticate	EmptyKeytabFile	AUT30803
AdminLogin	AdminLogPostAuthSignInNotifOption	AUT30821
Authenticate	SQLStoredPasswordError	AUT30830
Authenticate	CannotLoadSPN	AUT30831
Authenticate	SecurityContextFailed	AUT30832
Authenticate	ClockSkewTooGreat	AUT30833
Authenticate	ProtocolDisallowed	AUT30834
Authenticate	LogonFailure	AUT30835
Authenticate	NoSuchUser	AUT30836
Authenticate	NoTrustSamAccountUser	AUT30837
Authenticate	GotSPNEGOData	AUT30845
Authenticate	AccessDenied	AUT30899
Authenticate	ChgpwdSuccess	AUT30910
Authenticate	ChgpwdFailed	AUT30911
Authenticate	NoLogonServersUsers	AUT30914
Authenticate	NtStatusErrorCode	AUT30923
Authenticate	InvalidAccountName	AUT30924
Authenticate	trustedDomainFailure	AUT30949
Authenticate	connectionReset	AUT30950
Authenticate	hostUnreachable	AUT30951
Authenticate	OCSPSucceeded	AUT30969
Authenticate	OCSPStarted	AUT30971
Authenticate	CRLStarted	AUT30972
Authenticate	ProxySSLTunnelingFailed	AUT30973
Authenticate	ConnectSuccess	AUT31002
Authenticate	ConnClosed	AUT31014
Authenticate	RadiusDisconnect	AUT31039
Authenticate	DeviceOnBoardStatus	AUT31041
Authenticate	DeviceProfileError	AUT31043
Authenticate	DeviceProfileSuccess	AUT31044
Authenticate	smimeCertNotValid	AUT31059
Authenticate	TooManyCCUsers	AUT31085
Authenticate	TooManyCCUsersWarning	AUT31086
Authenticate	DeviceCreateSuccess	AUT31094
Authenticate	TooManyCCUsersIVS	AUT31097
Authenticate	TooManyCCUsersWarningIVS	AUT31098
Authenticate	DeviceCreateError	AUT31128
Authenticate	DeviceBYODFailed	AUT31152
Authenticate	PACLicenseNotInstalled	AUT31160
Authenticate	DeviceBYODStatus	AUT31186
Authenticate	BYODProfileError	AUT31187
Authenticate	BYODProfileSuccess	AUT31188
Authenticate	hostCheckerPolicyCustomActionsIgnored	AUT31199
AdminChange	AdminLoginWithPortInfo	AUT31205
AdminChange	GuestUserCredentialDelivery	AUT31208
Authenticate	setAttributeAtServerError	AUT31221
AdminChange	LDAPUpdateAttribConfigChanged	AUT31222
Authenticate	OCSPSendRequest	AUT31261
Authenticate	OCSPFailure	AUT31262
Authenticate	OCSPReceiveResponse	AUT31263
Authenticate	OCSPStart	AUT31264
Authenticate	OCSPSucceed	AUT31266
Authenticate	BridgeSession	AUT31278
Authenticate	hostcheckerEvaluationFailed	AUT31427
ConnectRequest	SSLProtocolError	AUT31487
Authenticate	Bridge	AUT31498
Authenticate	LoginWithUA	AUT31504
Authenticate	TooManyNamedUsers	AUT31532
Authenticate	TooManyNamedUsersWarning	AUT31533
UnauthenticatedRequest	LogAllRequest	AUT31556
Authenticate	hostCheckerPassedUsingHCCacheEx	AUT31608
Authenticate	hostCheckerFailedUsingHCCacheEx	AUT31609
Authenticate	hostCheckerPassedUsingHCCache	AUT31621
Authenticate	hostCheckerFailedUsingHCCache	AUT31622
AdminLogin	AccoutingStop	AUT31627
Authenticate	IPReleased	AUT31643
Authenticate	UserRegistered	AUT31651
Authenticate	AdaptiveAuthAnomalyFound	AUT31666
Authenticate	AdaptiveAuthNoAnomalyFound	AUT31667
Authenticate	UserRoleChanged	AUT31674
Authenticate	ClientCACertRevocSkipped	AUT31677
Authenticate	EndpointBlocked	AUT31683
Authenticate	TOTPRestError	AUT31742
Authenticate	LdapServerAdminBindFailed	AUT31752
Authenticate	LdapServerFlippingPrimaryAdminDn	AUT31753
Authenticate	AnomalyRequestTimedOut	AUT31757
Authenticate	UserLoginFirstTime	AUT31760
Authenticate	SDPGwLogin	AUT31771
Authenticate	SDPGwFetch	AUT31772
Authenticate	SDPGwDelete	AUT31773
Authenticate	LogDuplicateID	AUT31791
Authenticate	hostCheckerRetriggeringEx	AUT31805
Authenticate	MobileClientVersionLower	AUT31806
Authenticate	SignInRequestReceived	AUT31813
Authenticate	SignInPrimAuthStart	AUT31815
Authenticate	SignInSecAuthStart	AUT31816
Authenticate	UserSessionCreation	AUT31817
Authenticate	UserSessionDeleted	AUT31829
Authenticate	AppAccessFailureHC	AUT31833
Authenticate	AppAccessSuccessHC	AUT31837
Authenticate	PasswordChangeSuccess	AUT31845
ConnectRequest	PDCAuthRateError	AUT31846
Authenticate	GeolocationDBNotFound	AUT31855
Authenticate	GeolocationDBNotFoundUEBA	AUT31856
TooBusy	LogTooBusy	AUT31859
Authenticate	NetworkRuleFailure	AUT31860
Authenticate	NetworkRuleSuccess	AUT31861
Authenticate	ACSRequestTimedOut	AUT31862
Authenticate	ACSFailedToUpdatePassword	AUT31863
TooBusy	LogTooBusy	AUT31894
Authenticate	TOTPBypassLogin	AUT31895
Authenticate	invalidCookiePassed	AUT31933
Authenticate	IpAppAccessFailureHC	AUT31949
Authenticate	IpAppAccessSuccessHC	AUT31950
Authenticate	UserSessionDeletedWithReason	AUT31951
Authenticate	PolicyReevalStart	AUT31952
Authenticate	hostCheckerResult	AUT31984
Authenticate	SigninRejectLogUser	AUT31985
Authenticate	TrustClientAuthDisabled	AUT31991
Authenticate	MapAAAUserExprMatched	AUT31994
AdminLogin	MapAAAAdminUserExprMatched	AUT31995
Authenticate	ClusterNodeDisabled	AUT31997
Authenticate	SDPSessionTimeDrift	AUT31998
Authenticate	UserNameValidationFailed	AUT32024
AdminLogin	UserNameValidationFailedAdmin	AUT32025
Authenticate	AuthFailureRetry	AUT32028
Authenticate	UserLockedOut	AUT32029
Authenticate	UserAccountUnlocked	AUT32030
Authenticate	SigninCustomExpRejectLog	AUT32032
Authenticate	SessionCreation	AUT32033
Authenticate	IFMAPSessionImported	AUT32049
Authenticate	LogConnectionType	AUT32051
Authenticate	SAMConnectSuccess	AUT32059
Authenticate	DeviceRecordDeleted	AUT32080
Authenticate	DeviceAccessAllowed	AUT32081
Authenticate	DeviceAccessBlocked	AUT32082
Authenticate	FormatAcctError	AUT32084
SbrAuth	AllSessions	AUT32105
Authenticate	AllocatedIPAddressSuccess	AUT32106
Authenticate	AllocatedIPAddressFailed	AUT32107
Authenticate	ReturnIPAddressSuccess	AUT32108
Authenticate	ReturnIPAddressFailed	AUT32109
Authenticate	clientCertSerialNumber	AUT32113
Authenticate	clientCertReceived	AUT32114
Authenticate	ReturnDHCPAddressSuccess	AUT32120
Authenticate	ReturnDHCPAddressFailed	AUT32121
Authenticate	CantChecknSALicense	AUT32126
Authenticate	LocationRuleFailure	AUT32133
Authenticate	LocationRuleSuccess	AUT32134
AdminLogin	RandomUrlGenerated	AUT32135
DetailedLog	LoginRejectLog	AUT32144
Authenticate	NsaLicenseSeatDenied	AUT32145
Authenticate	LoginBlockedByTenant	AUT32152
Authenticate	TcpConnectFailed	AUT32166
Authenticate	DeviceIdentifierNotPresent	AUT32167
Authenticate	TcpConnectSuccess	AUT32169
Authenticate	UdpConnectSuccess	AUT32170
Authenticate	TcpConnClosed	AUT32171
Authenticate	LocationDetectedForIP	AUT32182
Authenticate	LogDeviceRestrictionResult	AUT32183
Authenticate	DeviceValidationRuleConf	AUT32186
Authenticate	UdpConnClosed	AUT32189
Authenticate	hostCheckerLogRisksenseInventoryHash	AUT32191
Authenticate	NsaLicenseCheckError	AUT32203
UnauthenticatedRequest	LogBadTLVRequest	AUT32204
UnauthenticatedRequest	UnauthInvalidIftPacketReceived	AUT32205
Authenticate	TimeOfDayRuleFailure	AUT32207
Authenticate	TimeOfDayRuleSuccess	AUT32208
Authenticate	SessionResumed	AUT32214
Authenticate	TooManyNsaNamedUsers	AUT32229
LdapIP	LDAPIP	AUT32230
Authenticate	LoginSucessfulUsingGracePeriod	AUT32248
Authenticate	LoginDeniedUsingGracePeriod	AUT32249
connectionClosed	VDI24860	"Closed %1 connection to %2:%3 (connection broker ""%4"", pool ""%5"")."
AgentManager	UserDisconnect	COA24753
AgentManager	UserCoaRequest	COA31277
ClientCert	clientCertReceived	CRT30663
ClientCert	clientCertSerialNumber	CRT32112
AdminChange	DashboardEnabled	DAS31035
AdminChange	DashboardDisabled	DAS31036
AdminChange	PurgeInitiated	DAS31037
AdminChange	PurgeFailed	DAS31038
AdminChange	CloudSecureDashboardEnabled	DAS31344
AdminChange	CloudSecureDashboardDisabled	DAS31345
DMIAgentStatus	LostConnection	DMI24505
DMIAgentStatus	Connected	DMI24507
DMIAgentStatus	ConnectionFailed	DMI24508
DMIAgentStatus	ConnectionTimedOut	DMI24509
DMIAgentStatus	RecvNetconfRPC	DMI24606
AgentManager	VlanAssigned	EAM24459
AgentManager	UserEvent	EAM24460
AgentManager	RadiusAttrAssigned	EAM24638
AgentManager	UserAccepted	EAM24805
AgentManager	UserRejected	EAM24806
AgentManager	Layer2UserTerminate	EAM30444
AgentManager	ExtendSession	EAM30446
AgentManager	ExtendSessionFailure	EAM30447
AgentManager	TooManyWSUsers	EAM30455
AgentManager	TooManyPRMUsers	EAM30634
AgentManager	EPHeartbeatMessage	EAM30941
RadiusStats	RadiusRequestStats	EAM30942
RadiusStats	RadiusAcceptStats	EAM30943
RadiusStats	RadiusRejectStats	EAM30944
RadiusStats	RadiusCacheStats	EAM30945
AgentManager	RadiusProxyResult	EAM30958
AgentManager	LogNATedAndClientIPs	EAM31422
EaServer	SystemEvent	EAS24458
SbrAuth	AllocateIP	EIP24474
SbrAuth	DeallocateIP	EIP24475
SbrAuth	IPAllocationFailed	EIP24476
EmailRequest	InsertCapaFail	EML20764
EmailRequest	InsertGreetFail	EML20765
EmailRequest	InsertHeloFail	EML20766
EmailRequest	InsertSupportAuthFail	EML20767
EmailRequest	GetCapaSocketFail	EML20768
EmailRequest	GetCapaInvalidStatus	EML20769
EmailRequest	GetCapaNoGreeting	EML20770
EmailRequest	GetCapaSendFail	EML20771
EmailRequest	GetCapaReadFail	EML20772
EmailRequest	GetCapaRead2kFail	EML20773
EmailRequest	GetCapaInvalid	EML20774
EmailRequest	GetHeloSocketFail	EML20775
EmailRequest	GetHeloNoGreeting	EML20776
EmailRequest	GetHeloSendFail	EML20777
EmailRequest	GetHeloInvalid	EML20778
EmailRequest	ClientConnAcceptFail	EML20779
EmailRequest	ClientConnSSLFail	EML20780
EmailRequest	ClientConnConfigFail	EML20781
EmailRequest	ServerConnFail	EML20782
EmailRequest	ServerConnUndefined	EML20783
EmailRequest	ServerConnConnectFail	EML20784
EmailRequest	RemoveCacheFail	EML20785
EmailRequest	WriteCacheFail	EML20786
EmailRequest	RemoveMailPwdFail	EML20787
EmailRequest	IPBlock	EML20788
EmailRequest	StartIPBlock	EML20789
EmailRequest	GetIVEGroupFail	EML20790
EmailRequest	GetIdentityFail	EML20791
EmailRequest	WebSetupRequired	EML20792
EmailEvent	AccessDisable	EML20793
EmailRequest	IncorrectCredSep	EML20794
EmailRequest	InvalidGroupPolicy	EML20795
EmailRequest	InvalidAuthMode	EML20796
EmailRequest	ForkForAuthFail	EML20797
EmailRequest	MailWebAuthFailIP	EML20798
EmailRequest	MailWebAuthFailNotStarted	EML20799
EmailRequest	MailWebAuthFailNotMatch	EML20800
EmailRequest	MailWebAuthFailPassword	EML20801
EmailRequest	MailWebAuthFailNotActive	EML20802
EmailRequest	MailWebAuthFailTimeout	EML20803
EmailRequest	ASBadPassword	EML20804
EmailRequest	ASFail	EML20805
EmailRequest	ASFailBlock	EML20806
EmailRequest	ASFailACE	EML20807
EmailRequest	EmptyCredential	EML20808
EmailRequest	SessionTimeout	EML20809
EmailRequest	NewPassword	EML20810
EmailRequest	SessionTimeoutRelogin	EML20811
EmailRequest	SessionInvalidRelogin	EML20812
EmailRequest	InvalidProtocol	EML20813
EmailRequest	CredSepRequired	EML20814
EmailRequest	InvalidIdleTimeout	EML20815
EmailRequest	InvalidSessionLength	EML20816
EmailRequest	SSLv3Required	EML20817
EmailRequest	CipherRequired	EML20818
EmailEvent	StartProxy	EML20819
EmailEvent	StopProxy	EML20820
EmailEvent	ForkFail	EML20821
EmailEvent	MaxProcessOldest	EML20822
EmailEvent	MaxProcessIdle	EML20823
EmailEvent	MaxProcessConn	EML20824
EmailRequest	LoginSucc	EML20825
EmailRequest	LoginFail	EML20826
EmailRequest	STARTTLSFail	EML20827
EmailRequest	ForkForSMTPAuthFail	EML20828
EmailRequest	InvalidCommand	EML20829
EmailRequest	SSANoIMAPPOP	EML20830
EmailRequest	SSAWriteFail	EML20831
EmailRequest	SSANoGreeting	EML20832
EmailRequest	SSAAuthFail	EML20833
EmailRequest	SSAIMAPFail	EML20834
EmailRequest	SSAPOPFail	EML20835
EmailRequest	TmpRSAKeyFail	EML20836
EmailRequest	CertChainBioFail	EML20837
EmailRequest	CertChainNoPath	EML20838
EmailRequest	CertChainReadFail	EML20839
EmailRequest	CertChainAddFail	EML20840
EmailRequest	CertChainFail	EML20841
EmailRequest	NoLicense	EML20842
EmailRequest	GetCertNoPath	EML20843
EmailRequest	SetCertFail	EML20844
EmailRequest	SetKeyFail	EML20845
EmailRequest	KeyMatchFail	EML20846
ConnectRequest	SSLAcceptFail	EML20847
EmailRequest	SetSocketUnblockFail	EML20848
EmailRequest	AcceptSSLConnFail	EML20849
EmailRequest	OpenProxySocketFail	EML20850
EmailRequest	SetProxySocketFail	EML20851
EmailRequest	BindProxySocketRetry	EML20852
EmailRequest	BindProxySocketFail	EML20853
EmailRequest	ListenProxySocketFail	EML20854
EmailRequest	CreateServerAddrFail	EML20855
EmailRequest	CreateServerSocketFail	EML20856
EmailRequest	CreateServerConnRetry	EML20857
EmailRequest	CreateServerConnFail	EML20858
EmailRequest	BlockReadServerFail	EML20859
EmailRequest	BlockReadServerDelimiter	EML20860
EmailRequest	BlockReadServer2k	EML20861
EmailRequest	CreateClientSocketFail	EML20862
EmailRequest	GetClientIPFail	EML20863
EmailRequest	GetDataFail	EML22899
EmailRequest	GetDataFailWantLogin	EML23273
EmailEvent	NumCachedMailSessions	EML24362
EmailRequest	GetGroupFail	EML31954
SystemError	ErrorMsgS	ERR10008
SystemError	ErrorMsgSS	ERR10009
SystemError	ErrorMsgDD	ERR10010
SystemError	ErrorMsgSD	ERR10011
SystemError	ErrorMsgSSS	ERR10012
SystemError	ErrorMsgSSD	ERR10013
SystemError	ErrorMsgSDD	ERR10014
SystemError	ErrorMsgSSSS	ERR10015
SystemError	ErrorMsgSSDD	ERR10016
SystemError	ErrorMsgSDDD	ERR10017
SystemError	Assertion	ERR10019
SystemError	BadKeyLen	ERR10022
SystemError	BadValLen	ERR10023
SystemError	BadExpectedValLen	ERR10024
SystemError	FailedDecrypt	ERR10064
SystemError	Signal	ERR10068
SystemError	Assertion	ERR10069
SystemError	BacktraceBegin	ERR10070
SystemError	Backtrace	ERR10071
SystemError	BacktraceEnd	ERR10072
SystemError	Trace	ERR10073
SystemError	LogError	ERR10074
SystemError	CommSocketFail	ERR10095
SystemError	CommConnectFail	ERR10096
SystemError	InvalidStringLen	ERR10097
SystemError	InvalidStringBufferLen	ERR10098
SystemError	ServerSocketFail	ERR10099
SystemError	ServerBindFail	ERR10100
SystemError	ServerSocketPairFail	ERR10101
SystemError	ServerSetSocketOptFail	ERR10102
SystemError	UpdateICACacheFailed	ERR20000
SystemError	DSGroupError	ERR20001
SystemError	SettingError	ERR20002
SystemError	MaxNumberReached	ERR20003
SystemError	InvalidPortSetting	ERR20004
SystemError	UpdateCacheFailed	ERR20005
SystemError	LocalIPExhausted	ERR20006
SystemError	ParseError	ERR20009
SystemError	URLError	ERR20010
SystemError	ErrorNewGroup	ERR20092
SystemError	ErrorInitGroup	ERR20093
SystemError	InternalCodingErrorGroup	ERR20094
SystemError	ErrorSaveGroup	ERR20095
SystemError	InvalidResource	ERR20096
SystemError	InvalidResourceSettingSet	ERR20097
SystemError	InvalidResourceSettingGet	ERR20098
SystemError	ErrorOpeningCache	ERR20099
SystemError	ErrorExportGroup	ERR20100
SystemError	ErrorDSGroupEnvUndefined	ERR20101
SystemError	ErrorGroupUndefined	ERR20102
SystemError	CacheOpenFail	ERR20131
SystemError	CacheMapFail	ERR20132
SystemError	CacheOpenCDBFail	ERR20133
SystemError	CacheMaxFileLen	ERR20134
SystemError	CacheCorrupt	ERR20135
SystemError	CacheBadData	ERR20136
SystemError	TableParseFailed	ERR20137
SystemError	UnknownHost	ERR20138
SystemError	SysLogWriteFail	ERR20143
SystemError	ErrorMsgS	ERR20146
SystemError	ErrorMsgSS	ERR20147
SystemError	ErrorMsgDD	ERR20148
SystemError	ErrorMsgSD	ERR20149
SystemError	ErrorMsgSSS	ERR20150
SystemError	ErrorMsgSSD	ERR20151
SystemError	ErrorMsgSDD	ERR20152
SystemError	ErrorMsgSSSS	ERR20153
SystemError	ErrorMsgSSDD	ERR20154
SystemError	ErrorMsgSDDD	ERR20155
SystemError	Assertion	ERR20157
SystemError	UnableToResolveHostname	ERR20158
SystemError	UnableToOpenSocket	ERR20159
SystemError	UnableToEstablishSSLConnection	ERR20160
SystemError	UnableToSetNonBlocking	ERR20161
SystemError	UnableToOpenConnection	ERR20162
SystemError	YPBindFail	ERR20278
SystemError	InvalidAppId	ERR20425
SystemError	parseError	ERR20426
SystemError	initError	ERR20428
SystemError	sslCertError	ERR20429
SystemError	badHashError	ERR20432
SystemError	keyCertMismatchError	ERR20433
SystemError	CSRErr	ERR20434
SystemError	keyErr	ERR20435
SystemError	FailedFixingGroupPerms	ERR20458
SystemError	invalidBookmark	ERR20480
SystemError	RemoteInvokeFailed	ERR20587
SystemError	RestartSvc	ERR20643
SystemError	NumProcessesExceeded	ERR20644
SystemError	NumFdExceeded	ERR20645
SystemError	checkWS	ERR20646
SystemError	ForbiddenCharsInTrapName	ERR20705
SystemError	ForbiddenCharsInSnmptrapParameter	ERR20706
SystemError	CanNotOpenCache	ERR20734
SystemError	CannotFork	ERR20755
SystemError	CannotExec	ERR20756
SystemError	TooManyClients	ERR20921
SystemError	SocketFail	ERR20922
SystemError	SetSocketFail	ERR20923
SystemError	BindFail	ERR20924
SystemError	FcntlFail	ERR20925
SystemError	ListenFail	ERR20926
SystemError	InvalidCertPurpose	ERR23036
SystemError	dscrldProtocolError	ERR23057
SystemError	StorageError	ERR23058
SystemError	DownloadError	ERR23059
SystemError	DownloadErrorURLFormat	ERR23060
SystemError	DownloadErrorBaseDN	ERR23061
SystemError	DownloadErrorHostName	ERR23062
SystemError	DownloadErrorNotFound	ERR23063
SystemError	DownloadErrorFormat	ERR23064
SystemError	DownloadErrorVerify	ERR23065
SystemError	DownloadErrorScheme	ERR23066
SystemError	DownloadErrorNoData	ERR23067
SystemError	CommitFailed	ERR23072
SystemError	SSOError	ERR23108
SystemError	AccessError	ERR23109
SystemError	ExceptionWhileSigning	ERR23140
SystemError	PostAssertionCreateFailed	ERR23141
SystemError	DOMConversionFailed	ERR23142
SystemError	ArtifactAssertionCreateFailed	ERR23144
SystemError	SAMLException	ERR23145
SystemError	SAMLInitFailed	ERR23148
SystemError	SAMLConfInitFailed	ERR23149
SystemError	SAMLExceptionDuringInit	ERR23150
SystemError	LogUnknownEvent	ERR23289
SystemError	UnableToReadFilterEnabled	ERR23312
SystemError	UnableToReadFilterFlags	ERR23313
SystemError	UnableToGetUserSessionForFilter	ERR23318
SystemError	UnableToConnectToFilterServer	ERR23319
SystemError	UnableToFindRequestInHeaderString	ERR23320
SystemError	UnableToParseHeaderString	ERR23321
SystemError	ErrorCommunicatingWithFilterServer	ERR23322
SystemError	UnableToReadFilterResources	ERR23323
SystemError	SessionFailover	ERR23324
SystemError	UnableToReadFilterBug	ERR23327
NetworkConnect	SessionFailover	ERR23467
NetworkConnect	LeaseEnd	ERR23565
Authenticate	OCSPRevoked	ERR23585
NetworkConnect	BadPAC	ERR23586
NetworkConnect	BadServerIP	ERR23587
NetworkConnect	CheckRoleMapping	ERR23598
SystemError	ConsumerSendFailed	ERR23630
SystemError	ConsumerUnauthenticated	ERR23631
SystemError	ConsumerBadResponseCode	ERR23632
SystemError	ConsumerNoResponse	ERR23633
SystemError	ConsumerXMLException	ERR23634
SystemError	ConsumerNoEnvelope	ERR23635
SystemError	ConsumerMustUnderstand	ERR23636
SystemError	ConsumerNoBody	ERR23637
SystemError	ConsumerNoSAMLResponse	ERR23638
SystemError	ConsumerBadSAMLResponse	ERR23639
SystemError	ConsumerBadInResponseTo	ERR23640
SystemError	ConsumerBadIssuer	ERR23641
SystemError	ConsumerNoNotBefore	ERR23642
SystemError	ConsumerNoNotOnOrAfter	ERR23643
SystemError	ConsumerNotYetValid	ERR23644
SystemError	ConsumerExpired	ERR23645
SystemError	ConsumerNoAuthnStmt	ERR23646
SystemError	ConsumerNoSubject	ERR23647
SystemError	ConsumerBadConfirm	ERR23648
SystemError	ConsumerBadArtifact	ERR23649
SystemError	ConsumerUnknownSourceID	ERR23650
SystemError	ConsumerNoConnection	ERR23651
SystemError	ConsumerNoAssertion	ERR23652
SystemError	ConsumerUnknownIssuer	ERR23660
SystemError	NoFan	ERR24016
SystemError	RaidStatusError	ERR24019
SystemError	DriveFailed	ERR24076
SystemError	RebuildFailed	ERR24079
SystemError	ImportErrorSchema	ERR24338
SystemError	DownloadInvalidResponse	ERR24340
SystemError	DownloadError	ERR24341
SystemError	DownloadErrorTmpFile	ERR24342
SystemError	checkCGI	ERR24347
SystemError	CacheFull	ERR24366
SystemError	samlPostNotSigned	ERR24376
SystemError	ExceptionWhileVerifying	ERR24377
SystemError	verifyCertificateNotFound	ERR24378
SystemError	signingCertInvalid	ERR24379
SystemError	signingCertRevoked	ERR24380
SystemError	ForbiddenCharsInTrapName1	ERR24482
SystemError	ForbiddenCharsInSnmptrapParameter1	ERR24483
SystemError	HitsUpgradeFailed	ERR24544
NetworkConnect	NCBWNotSet	ERR24586
NetworkConnect	NCBWNotAvailable	ERR24587
NetworkConnect	NCBWNoPolicyExists	ERR24588
NetworkConnect	NCBWNoQualifiedPolicy	ERR24589
WebRequest	CannotConnectKDC	ERR24614
WebRequest	CannotFindRealm	ERR24615
WebRequest	FetchTGTError	ERR24616
WebRequest	FetchTGSError	ERR24617
SystemError	ProgramFailed	ERR24632
NetworkConnect	TooManySTRoutes	ERR24633
NetworkConnect	ACLCount	ERR24670
SystemError	DownloadFailedUnauthorized	ERR24746
SystemError	TooManyNCPConns	ERR24790
WebRequest	ErrorMessage	ERR24798
NetworkConnect	InvalidSTRoute	ERR24808
SystemError	authServerNotSAML	ERR30413
SystemError	noMatchURL	ERR30414
SystemError	matchMultiRealms	ERR30415
SystemError	RestartProcesses	ERR30431
SystemError	ServerHiChildMemUsage	ERR30440
SystemError	AgentdBufferFull	ERR30456
SystemError	TooManyInvalidCertAccessAttempts	ERR30538
Authenticate	InvalidCertAccessAttempt	ERR30539
SystemError	attemptReset	ERR30557
SystemError	attemptReboot	ERR30558
SystemError	encryptionFailure	ERR30592
SystemError	StorageError	ERR30593
SystemError	DownloadError	ERR30652
SystemError	DownloadErrorNoData	ERR30653
SystemError	DownloadErrorScheme	ERR30654
Authenticate	serverCertValidationError	ERR30659
NetworkConnect	FeatureDisabled	ERR30729
SystemError	SAMLAuthnSystemError	ERR30798
SystemError	FanAlert	ERR30959
SystemError	FIPSModeSetFailed	ERR30967
SystemError	InvalidSMIMECert	ERR31062
SAML	RequestProcessedError	ERR31065
SAML	RequestProcessedDetailError	ERR31066
SAML	AuthnRequestGenerationFailure	ERR31068
SAML	GenerateLogoutRequestFailure	ERR31072
SAML	GenerateLogoutRequestFailureUser	ERR31073
SAML	LogoutRequestProcessingError	ERR31075
SAML	LogoutRequestProcessingErrorReqId	ERR31076
SAML	LogoutErrorResponseGenerationError	ERR31077
SAML	LogoutResponseGenerationErrorReqId	ERR31078
SAML	LogoutResponseProcessingError	ERR31080
SAML	LogoutResponseProcessingErrorResId	ERR31081
SystemError	ProgramFailure	ERR31093
SystemError	NoOfProcessesAboutToReachMaxLimit	ERR31163
SystemError	NoOfProcessesReachedMaxLimit	ERR31164
SystemError	CacheUpgradeError	ERR31204
SystemError	FailedPrivateKeyGeneration	ERR31206
SystemError	FailedCSRGeneration	ERR31207
SystemError	CMCmdExecutionFailed	ERR31230
SystemError	NoMatchingLdapServer	ERR31250
Authenticate	OCSPRevoke	ERR31265
NetworkConnect	OptimizedACLCount	ERR31271
SystemError	PWSDeviceRecordExists	ERR31272
SystemError	NoLdapGroups	ERR31309
SystemError	ClientConnectionInternalErr	ERR31378
SystemError	ClientConnectionCertRevoked	ERR31379
SystemError	ServerCertOCSPFailed	ERR31430
SystemError	ServerCertCRLFailed	ERR31434
Authenticate	ActiveSyncUsernameMismatchError	ERR31453
SystemError	CertificateLoadFailure	ERR31464
SystemError	AutoReboot	ERR31501
DsagentdUser	MinimumClientVersionError	ERR31626
SystemError	RESTMonitorDisabled	ERR31725
SystemError	NfqueueFull	ERR31818
SystemError	DHCPBufferFull	ERR31820
SystemError	SystemCoreStatus	ERR31839
SystemError	NotAuthorizedToChange	ERR31874
SystemError	ShardFull	ERR31892
SystemError	ManifestCheckFailed	ERR32031
SystemError	InvalidFileServerName	ERR32037
SAML	OAuthRequestProcessedDetailError	ERR32137
SAML	OAuthAuthnRequestGenerationFailure	ERR32139
NetworkConnect	NotAllSTRulesPushed	ERR32176
FileRequest	checkACL	FBR20192
FileRequest	noNFSACL	FBR20193
FileRequest	FBError	FBR20481
FileRequest	FBDeleteWinShare	FBR20482
FileRequest	FBAddWinShare	FBR20483
FileRequest	FBAddNFSShare	FBR20484
FileRequest	FBDeleteNFSShare	FBR20485
FileRequest	AddWS	FBR20486
FileRequest	AddWSError	FBR20488
FileRequest	AddWSNetworkError	FBR20489
FileRequest	AddWSSessReqError	FBR20490
FileRequest	AddWSNegProtError	FBR20491
FileRequest	AddWSSessSetupError	FBR20492
FileRequest	AddWSTreeConnError	FBR20493
FileRequest	ListWSError	FBR20494
FileRequest	ListWSNetwork	FBR20495
FileRequest	ListWSNone	FBR20496
FileRequest	WDDenied	FBR20497
FileRequest	WDRedirect	FBR20498
FileRequest	WDListError	FBR20499
FileRequest	WDReadError	FBR20500
FileRequest	WDDeleteFile	FBR20501
FileRequest	WFAccessDenied	FBR20502
FileRequest	WFDownload	FBR20503
FileRequest	WFReadFail	FBR20504
FileRequest	WFReadFail1	FBR20505
FileRequest	WFOpenFail	FBR20506
